,New_ID,genre_ids,ID_Filme,original_language,popularity,release_date,title,vote_count,ano,imdb_id,revenue,runtime,actors_popularity,directors_popularity,type,contentRating,imDbRating,metacriticRating,awards
22184007,16355,"[12, 16, 10751]",13956,en,8.741,2008-08-15,Fly Me to the Moon,152,2008,tt0486321,41412264.0,84.0,114.0,,Movie,G,4.5,36,1 win & 2 nominations
22184071,16356,"[35, 10749, 18]",4942,en,8.54,2008-03-24,Leatherheads,363,2008,tt0379865,41299492.0,114.0,124.0,,Movie,PG-13,6,56,1 win & 3 nominations
22184145,16357,"[27, 878]",13812,en,13.363,2008-10-10,Quarantine,1023,2008,tt1082868,40855419.0,89.0,123.0,,Movie,R,5.9,53,6 nominations
22184219,16358,"[35, 10749]",12177,en,10.551,2008-06-20,The Love Guru,577,2008,tt0811138,40854735.0,87.0,136.0,0.0,Movie,PG-13,3.8,24,5 wins & 8 nominations
22184385,16359,"[28, 35, 53, 80, 878]",8285,en,11.205,2008-12-25,The Spirit,795,2008,tt0831887,39031337.0,103.0,161.0,,Movie,PG-13,4.8,30,4 nominations
22184421,16360,"[35, 28]",14423,en,11.603,2008-01-11,First Sunday,186,2008,tt0486578,38804615.0,96.0,108.0,,Movie,PG-13,4.6,41,
22184459,16361,"[18, 10752, 36]",13506,ru,7.447,2008-06-06,Admiral,100,2008,tt1101026,38135878.0,123.0,49.0,,Movie,Not Rated,6.7,,9 wins & 9 nominations
22184569,16362,"[10751, 12, 18]",12837,en,8.918,2008-09-17,The Secret Life of Bees,425,2008,tt0416212,38105395.0,114.0,117.0,,Movie,PG-13,7.2,57,11 wins & 17 nominations
22184631,16363,"[35, 18, 80]",8321,en,14.89,2008-02-08,In Bruges,4009,2008,tt0780536,34533783.0,108.0,122.0,,Movie,R,7.9,67,Nominated for 1 Oscar24 wins & 55 nominations total
22184677,16364,"[35, 10402, 18]",12182,en,22.402,2008-10-03,Nick and Norah's Infinite Playlist,1009,2008,tt0981227,33556631.0,89.0,136.0,,Movie,PG-13,6.6,64,9 nominations
22184725,16365,[35],13260,en,12.098,2008-02-28,Semi-Pro,621,2008,tt0839980,33472850.0,91.0,161.0,,Movie,R,5.8,47,1 win & 4 nominations
22184783,16366,"[18, 10749]",14438,en,46.038,2008-09-26,Fireproof,523,2008,tt1129423,33456317.0,122.0,13.0,,Movie,PG,6.6,28,1 win
22184893,16367,[35],8457,en,14.421,2008-02-04,Drillbit Taylor,825,2008,tt0817538,32853640.0,102.0,225.0,4.0,Movie,PG-13,5.7,41,"Awards, 1 win & 2 nominations"
22185001,16368,"[18, 35, 10749]",16409,en,5.71,2008-12-25,Last Chance Harvey,211,2008,tt1046947,32562782.0,92.0,105.0,,Movie,PG-13,6.6,57,1 win & 3 nominations
22185069,16369,"[878, 12, 9648]",36683,ja,7.549,2008-08-19,20th Century Boys 1: Beginning of the End,71,2008,tt1155705,31244858.0,142.0,30.0,,Movie,,6.7,,
22185105,16370,"[53, 80, 18, 9648]",13150,en,11.785,2008-09-09,Pride and Glory,700,2008,tt0482572,31148328.0,130.0,209.0,,Movie,R,6.6,45,2 nominations
22185299,16371,"[18, 28, 53, 80]",13635,fr,9.047,2008-10-22,Mesrine: Killer Instinct,748,2008,tt1259014,31055440.0,113.0,83.0,,Movie,R,7.5,71,8 wins & 15 nominations
22185391,16372,"[16, 35, 10751, 14]",14248,en,47.701,2008-09-19,Igor,471,2008,tt0465502,30700000.0,87.0,124.0,,Movie,PG,6,40,1 nomination
22185441,16373,"[18, 35]",4953,en,10.558,2008-01-20,Be Kind Rewind,1088,2008,tt0799934,30600000.0,102.0,92.0,,Movie,PG-13,6.4,52,4 nominations
22185525,16374,"[14, 28, 53, 878, 9648]",20329,ja,19.61,2008-02-09,L: change the WorLd,203,2008,tt0912597,30231200.0,129.0,48.0,,Movie,Not Rated,6.1,,
22185567,16375,[35],42437,it,6.508,2008-12-19,Natale a Rio,400,2008,tt1285311,30030388.0,114.0,7.0,1.0,Movie,,4.3,,
22185605,16376,"[18, 36]",10523,en,9.67,2008-10-17,W.,421,2008,tt1175491,29506464.0,129.0,205.0,,Movie,PG-13,6.3,56,1 win & 8 nominations
22185647,16377,[18],8841,fr,9.162,2008-09-24,The Class,512,2008,tt1068646,28814580.0,128.0,6.0,,Movie,PG-13,7.5,92,Nominated for 1 Oscar11 wins & 33 nominations total
22185721,16378,"[10749, 12, 36]",14073,hi,8.831,2008-02-13,Jodhaa Akbar,196,2008,tt0449994,28700000.0,213.0,37.0,,Movie,Not Rated,7.6,69,35 wins & 23 nominations
22185759,16379,[35],31060,tr,9.345,2008-02-22,Recep Ivedik,105,2008,tt1193516,28548025.0,90.0,12.0,,Movie,,4.7,,1 nomination
22185773,16380,"[18, 80, 53]",13279,en,10.05,2008-09-19,Lakeview Terrace,819,2008,tt0947802,27640028.0,110.0,91.0,,Movie,PG-13,6.1,47,1 nomination
22185807,16381,"[35, 14, 10749]",12797,en,8.298,2008-09-19,Ghost Town,771,2008,tt0995039,27090159.0,102.0,137.0,,Movie,PG-13,6.7,72,3 wins & 2 nominations
22185873,16382,"[28, 35, 878]",11918,en,20.578,2008-03-27,Superhero Movie,1397,2008,tt0426592,25871834.0,85.0,231.0,,Movie,PG-13,4.6,33,1 nomination
22186029,16383,"[28, 80, 53]",13809,en,17.21,2008-09-04,RocknRolla,2366,2008,tt1032755,25739015.0,114.0,195.0,,Movie,R,7.3,53,1 win & 5 nominations
22186129,16384,"[28, 35]",12273,hi,4.439,2008-01-01,Singh Is Kinng,63,2008,tt1146325,25000000.0,135.0,25.0,,Movie,Not Rated,5.7,,6 wins & 5 nominations
22186153,16385,[18],8279,fr,7.868,2008-02-20,Paris,252,2008,tt0869994,23550000.0,130.0,51.0,,Movie,R,6.8,68,4 nominations
22186199,16386,"[18, 28, 53, 80]",13291,en,9.425,2008-08-23,Traitor,506,2008,tt0988047,23530831.0,114.0,79.0,,Movie,PG-13,7,61,5 nominations
22186233,16387,[18],32579,es,17.28,2008-03-20,Under the Same Moon,177,2008,tt0796307,23311391.0,106.0,36.0,,Movie,PG-13,7.3,59,8 wins & 2 nominations
22186255,16388,"[28, 12, 35]",17108,zh,9.333,2008-02-07,Kung Fu Dunk,162,2008,tt0848538,22896728.0,100.0,64.0,0.0,Movie,Not Rated,4.9,,1 nomination
22186291,16389,"[35, 10749]",13401,en,9.934,2008-02-29,The Accidental Husband,470,2008,tt0809504,22707064.0,90.0,136.0,,Movie,PG-13,5.6,14,
22186395,16390,[27],11152,en,12.654,2008-04-02,The Ruins,871,2008,tt0963794,22700000.0,91.0,65.0,,Movie,R,5.9,44,7 nominations
22186423,16391,"[28, 53, 878]",13460,en,43.447,2008-03-14,Doomsday,960,2008,tt0483607,22472631.0,108.0,129.0,,Movie,R,5.9,51,1 nomination
22186535,16392,"[18, 28, 36]",14756,cn,16.689,2008-12-12,Ip Man,3038,2008,tt1220719,22108789.0,106.0,61.0,0.0,Movie,R,8,59,12 wins & 19 nominations
22186587,16393,"[35, 18, 10749]",13971,en,51.398,2008-08-15,Wild Child,1605,2008,tt1024255,21972336.0,98.0,114.0,,Movie,PG-13,6.1,,
22186641,16394,"[878, 12]",16911,ru,6.467,2008-12-18,The Inhabited Island,73,2008,tt0972558,21834845.0,115.0,47.0,1.0,Movie,TV-PG,5.1,,5 wins & 8 nominations
22186753,16395,"[10752, 18, 36]",14574,en,58.621,2008-05-07,The Boy in the Striped Pyjamas,5833,2008,tt0914798,20416563.0,94.0,110.0,,Movie,PG-13,7.8,55,7 wins & 7 nominations
22186803,16396,"[18, 37, 80]",12690,en,13.18,2008-09-19,Appaloosa,787,2008,tt0800308,20211394.0,115.0,94.0,,Movie,R,6.7,64,4 wins
22186831,16397,"[18, 35, 10749]",14071,hi,6.912,2008-11-13,Dostana,117,2008,tt1185420,20000000.0,145.0,29.0,,Movie,Not Rated,6.5,,3 wins & 10 nominations
22186853,16398,"[18, 9648, 878, 53]",8338,en,13.337,2008-05-14,Blindness,1042,2008,tt0861689,19844979.0,121.0,117.0,,Movie,R,6.6,45,15 wins & 20 nominations
22186889,16399,"[18, 53]",7735,de,16.677,2008-03-11,The Wave,2747,2008,tt1063669,19000000.0,107.0,58.0,4.0,Movie,Not Rated,7.6,,9 wins & 8 nominations
22186953,16400,"[35, 12, 10749]",13523,en,34.245,2008-10-16,Sex Drive,1034,2008,tt1135985,18755936.0,109.0,158.0,,Movie,R,6.5,49,
22187017,16401,"[35, 18]",10503,en,9.04,2008-04-18,Happy-Go-Lucky,335,2008,tt1045670,18696602.0,118.0,77.0,,Movie,R,7,84,Nominated for 1 Oscar39 wins & 63 nominations total
22187065,16402,"[18, 36]",11499,en,10.636,2008-10-15,Frost/Nixon,940,2008,tt0870111,18593156.0,122.0,122.0,,Movie,R,7.7,80,Nominated for 5 Oscars23 wins & 81 nominations total
22187121,16403,"[53, 9648]",13018,en,11.534,2008-04-24,Deception,530,2008,tt0800240,18024545.0,107.0,165.0,,Movie,R,6.1,31,2 wins & 1 nomination
22187201,16404,"[12, 10751, 14]",13600,en,19.738,2008-10-07,City of Ember,1442,2008,tt0970411,17869048.0,90.0,83.0,,Movie,PG,6.5,58,6 nominations
22187247,16405,"[35, 14]",62732,ru,1.077,2008-12-23,Lovey-Dovey 2,25,2008,tt1414840,17850711.0,100.0,16.0,,Movie,,4.8,,6 nominations.
22187299,16406,"[35, 18]",10187,en,7.243,2008-08-01,Swing Vote,194,2008,tt1027862,17600000.0,120.0,133.0,,Movie,PG-13,6.1,47,1 nomination
22187359,16407,"[35, 10749, 18]",13092,en,9.678,2008-10-02,How to Lose Friends & Alienate People,601,2008,tt0455538,17286299.0,110.0,194.0,,Movie,R,6.4,35,
22187423,16408,"[18, 10749]",38336,ru,5.063,2008-12-25,Hipsters,71,2008,tt1239426,17101695.0,130.0,41.0,,Movie,Not Rated,7.1,67,16 wins & 16 nominations
22187525,16409,[18],14976,en,7.72,2008-10-03,Rachel Getting Married,454,2008,tt1084950,16937968.0,113.0,127.0,,Movie,R,6.7,82,Nominated for 1 Oscar32 wins & 65 nominations total
22187603,16410,"[18, 35, 10749]",12178,en,9.028,2008-03-07,Miss Pettigrew Lives for a Day,315,2008,tt0970468,16724933.0,88.0,123.0,,Movie,PG-13,7.1,63,1 nomination
22187639,16411,"[18, 10749]",10362,en,7.909,2008-11-19,Two Lovers,668,2008,tt1103275,16303643.0,110.0,67.0,,Movie,R,7,74,3 wins & 18 nominations
22187733,16412,"[35, 18]",13090,en,8.646,2008-01-18,Sunshine Cleaning,610,2008,tt0862846,16174377.0,102.0,117.0,,Movie,R,6.8,61,2 wins & 6 nominations
22187775,16413,"[10751, 12, 35]",51610,de,5.683,2008-02-20,The Wild Soccer Bunch 5,52,2008,tt1058579,15633721.0,107.0,19.0,,Movie,,3.6,,1 win & 2 nominations
22187811,16414,"[27, 878]",23174,en,7.022,2008-09-10,It's Alive,46,2008,tt1172060,15500000.0,80.0,19.0,,Movie,R,3.5,,
22187837,16415,"[35, 18, 10751, 10749]",12689,en,11.62,2008-07-25,"Angus, Thongs and Perfect Snogging",702,2008,tt0963743,14924998.0,100.0,38.0,,Movie,PG-13,6.3,,3 wins & 1 nomination
22187857,16416,"[18, 10749]",11671,en,7.688,2008-08-08,Elegy,208,2008,tt0974554,14894347.0,112.0,91.0,,Movie,R,6.7,66,3 wins & 5 nominations
22187889,16417,"[27, 80, 18]",8617,en,14.254,2008-04-10,Prom Night,559,2008,tt0926129,14796236.0,88.0,166.0,,Movie,PG-13,3.9,17,1 win & 4 nominations
22187987,16418,"[35, 18, 10749]",12572,en,8.46,2008-09-06,"New York, I Love You",417,2008,tt0808399,14603177.0,103.0,343.0,,Movie,R,6.2,49,1 nomination
22188065,16419,[35],13805,en,12.185,2008-08-29,Disaster Movie,832,2008,tt1213644,14109284.0,87.0,71.0,,Movie,PG-13,1.9,15,1 win & 6 nominations
22188113,16420,"[18, 10749]",38637,ta,5.684,2008-11-14,Vaaranam Aayiram,43,2008,tt1180583,14000000.0,169.0,8.0,1.0,Movie,Not Rated,8.2,,Top Rated Indian Movies #133 | 22 wins & 18 nominations.
22188141,16421,"[18, 10749]",12568,en,9.294,2008-07-25,Brideshead Revisited,125,2008,tt0412536,13204291.0,133.0,135.0,,Movie,PG-13,6.7,64,11 nominations
22188177,16422,[18],12169,fr,6.739,2008-07-23,The First Day of the Rest of Your Life,394,2008,tt0926759,13200000.0,114.0,30.0,,Movie,,7.6,,4 wins & 8 nominations
22188221,16423,[18],2333,de,4.433,2008-12-25,Buddenbrooks,21,2008,tt1058601,12627016.0,151.0,55.0,,Movie,,5.9,,1 win
22188329,16424,"[16, 10751]",10800,fr,9.828,2008-03-19,Dragon Hunters,367,2008,tt0944834,12235843.0,80.0,47.0,,Movie,PG,6.6,,1 nomination
22188359,16425,"[18, 10751, 35]",13579,en,4.096,2008-08-22,The Longshots,48,2008,tt1091751,11767866.0,94.0,110.0,,Movie,PG,5.5,52,2 nominations
22188397,16426,[18],8832,it,8.491,2008-05-28,Il Divo,933,2008,tt1023490,11260366.0,113.0,26.0,,Movie,Not Rated,7.3,81,Nominated for 1 Oscar32 wins & 40 nominations total
22188557,16427,"[18, 10752]",8988,en,8.196,2008-03-28,Stop-Loss,203,2008,tt0489281,11207130.0,113.0,188.0,,Movie,R,6.4,61,2 wins & 5 nominations
22188673,16428,"[18, 16, 10752, 99]",8885,he,7.338,2008-06-12,Waltz with Bashir,774,2008,tt1185616,11179372.0,90.0,0.0,2.0,Movie,R,8,91,Nominated for 1 Oscar45 wins & 63 nominations total
22188691,16429,"[18, 35, 10749]",14467,hi,8.045,2008-07-04,Jaane Tu... Ya Jaane Na,119,2008,tt0473367,11100000.0,155.0,16.0,1.0,Movie,,7.5,,12 wins & 17 nominations
22188751,16430,"[53, 18, 28]",24037,ko,3.443,2008-01-10,Open City,30,2008,tt1232106,11095236.0,112.0,46.0,,Movie,Not Rated,6.3,,1 win & 1 nomination
22188771,16431,"[18, 35, 10749]",15467,hi,5.498,2008-07-18,Kismat Konnection,46,2008,tt1105733,11000000.0,153.0,15.0,,Movie,,5.2,,
22188791,16432,"[27, 18]",13310,sv,11.462,2008-01-26,Let the Right One In,2362,2008,tt1139797,10785801.0,115.0,13.0,,Movie,R,7.9,82,Nominated for 1 BAFTA Film Award75 wins & 58 nominations total
22188825,16433,[35],48805,it,5.874,2008-01-11,L'allenatore nel pallone 2,208,2008,tt1073654,10743767.0,108.0,23.0,,Movie,,3.7,,
22188961,16434,"[35, 18, 10749]",12890,en,8.506,2008-04-11,Smart People,210,2008,tt0858479,10569964.0,95.0,64.0,,Movie,R,6.1,57,3 nominations
22188989,16435,[35],15436,fr,4.574,2008-09-17,Let It Rain,47,2008,tt1065332,10134366.0,98.0,16.0,,Movie,,6.1,72,
22189009,16436,"[28, 80]",13056,en,17.872,2008-12-05,Punisher: War Zone,866,2008,tt0450314,10089373.0,102.0,93.0,,Movie,R,5.9,30,1 win & 1 nomination
22189045,16437,"[10751, 28, 35, 18, 14, 878]",47773,ja,5.713,2008-09-13,Superior Ultra 8 Brothers,7,2008,tt1291119,9833515.0,98.0,17.0,,Movie,,6.6,,
22189065,16438,[18],14325,en,11.208,2008-10-10,The Express,212,2008,tt0469903,9793496.0,130.0,131.0,,Movie,PG,7.3,58,1 win & 3 nominations
22189257,16439,[35],52891,ru,4.651,2008-09-18,Hitler's Kaput!,34,2008,tt1124396,9713500.0,99.0,23.0,0.0,Movie,,3,,
22189305,16440,"[18, 35, 10749]",15864,hi,4.3,2008-08-15,Bachna Ae Haseeno,62,2008,tt1182972,9600000.0,153.0,13.0,,Movie,Not Rated,6.1,,4 wins & 14 nominations
22189327,16441,"[878, 14, 35]",24426,tr,6.38,2008-12-05,A.R.O.G,155,2008,tt1286126,9582732.0,127.0,10.0,,Movie,TV-G,7.4,,9 nominations
22189353,16442,[],52213,it,6.674,2008-08-03,La fidanzata di papà,143,2008,tt1234543,9471031.0,100.0,17.0,,Movie,,3,,
22189393,16443,"[18, 10752]",12412,en,11.793,2008-09-15,Miracle at St. Anna,298,2008,tt1046997,9323833.0,160.0,212.0,0.0,Movie,R,6.1,37,1 win & 10 nominations
22189677,16444,"[28, 12, 36]",14539,zh,9.086,2008-02-09,An Empress and the Warriors,85,2008,tt1186803,9323473.0,99.0,47.0,,Movie,R,5.9,,4 nominations
22189709,16445,"[18, 9648, 10749]",17845,nl,6.786,2008-10-21,Loft,306,2008,tt0926762,9168516.0,118.0,31.0,,Movie,,7.3,,
22189791,16446,"[12, 28, 53]",16353,th,36.435,2008-12-04,Ong Bak 2,507,2008,tt0785035,8936663.0,98.0,19.0,,Movie,R,6.2,47,8 nominations
22189803,16447,"[12, 878, 10770]",13001,en,13.37,2008-03-11,Stargate: The Ark of Truth,363,2008,tt0942903,8900000.0,101.0,119.0,,Movie,Not Rated,7.4,,
22189841,16448,"[18, 36, 10402]",14299,en,14.098,2008-12-05,Cadillac Records,340,2008,tt1042877,8880045.0,109.0,124.0,,Movie,R,7,65,6 wins & 21 nominations
22189899,16449,"[35, 10402]",10186,en,11.731,2008-08-20,The Rocker,473,2008,tt1031969,8762890.0,102.0,188.0,,Movie,PG-13,6.2,53,
22189971,16450,"[28, 80, 18, 53]",19669,hi,2.7439999999999998,2008-10-02,Kidnap,19,2008,tt1034449,8750000.0,165.0,8.0,,Movie,Not Rated,4.6,,2 nominations
22189985,16451,"[12, 16, 35, 10751]",13690,en,18.664,2008-09-24,Open Season 2,972,2008,tt1107365,8700000.0,76.0,117.0,,Movie,PG,5.6,,2 nominations
22190031,16452,"[28, 16, 12, 35]",44731,ja,27.71,2008-03-01,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",97,2008,tt1206326,8654110.0,95.0,51.0,,Movie,TV-PG,7.1,,1 nomination
22190061,16453,"[18, 36, 10752]",8880,en,8.872,2008-12-12,Che: Part Two,488,2008,tt0374569,8638163.0,135.0,96.0,,Movie,Not Rated,6.9,64,2 wins & 7 nominations
22190119,16454,"[10752, 878, 28, 12]",40709,ru,5.781,2008-01-01,We Are from the Future,93,2008,tt1192431,8321959.0,110.0,22.0,0.0,TVSeries,,6.7,,2 wins & 7 nominations
22190171,16455,"[28, 12, 80, 18]",14394,hi,3.584,2008-06-06,Sarkar Raj,33,2008,tt0490210,8130000.0,125.0,22.0,,Movie,Not Rated,6.8,,6 nominations
22190201,16456,"[35, 80]",20832,hi,3.111,2008-04-11,Krazzy 4,24,2008,tt1182908,8000000.0,110.0,14.0,,Movie,Not Rated,4.2,,1 nomination
22190219,16457,"[18, 27, 53]",8461,en,14.917,2008-03-14,Funny Games,1650,2008,tt0808279,7938872.0,113.0,58.0,,Movie,R,6.6,44,1 win & 6 nominations
22190239,16458,"[18, 10752]",13405,zh,7.6850000000000005,2008-04-03,The Children of Huang Shi,120,2008,tt0889588,7785317.0,125.0,145.0,,Movie,R,7,49,1 win & 3 nominations
22190257,16459,[],511874,zh,0.932,2008-08-01,Shi Quan Jiu Mei,3,2008,tt6448922,7747518.0,,8.0,,Movie,,4,,
22190262,16460,[99],13359,en,4.125,2008-04-18,Expelled: No Intelligence Allowed,56,2008,tt1091617,7700000.0,90.0,3.0,,Movie,PG,3.8,20,3 wins
22190270,16461,[99],57612,en,2.16,2008-02-15,IMAX Dolphins and Whales: Tribes of the Ocean,8,2008,tt0996382,7518876.0,42.0,24.0,,Movie,,6.2,,
22190274,16462,"[35, 10749, 12]",64263,ru,0.9530000000000001,2008-03-06,Kings Can Do Everything,3,2008,tt1234560,7465423.0,100.0,18.0,,Movie,,4.1,,1 nomination
22190304,16463,"[18, 35]",8892,fr,6.878,2008-05-16,A Christmas Tale,121,2008,tt0993789,7356393.0,152.0,24.0,6.0,Movie,Not Rated,7,84,5 wins & 35 nominations
22190358,16464,"[12, 14, 18, 878, 10749, 10751]",18032,en,13.69,2008-09-06,The Secret of Moonacre,378,2008,tt0396707,7162618.0,103.0,77.0,,Movie,PG,6.1,,
22190388,16465,"[14, 28, 878]",10529,en,24.442,2008-04-24,Outlander,990,2008,tt0462465,7033683.0,115.0,74.0,,Movie,R,6.2,40,3 nominations
22190420,16466,"[18, 14]",15208,en,9.551,2008-07-10,Bathory: Countess of Blood,74,2008,tt0469640,7005528.0,141.0,72.0,,Movie,R,5.8,,5 wins & 4 nominations
22190508,16467,"[35, 14]",13948,en,6.541,2008-10-03,An American Carol,68,2008,tt1190617,7000000.0,83.0,227.0,0.0,Movie,PG-13,4.1,20,
22190782,16468,"[12, 18, 28, 36, 53]",16436,de,8.195,2008-10-23,North Face,214,2008,tt0844457,6815056.0,126.0,24.0,,Movie,Not Rated,7.4,67,4 wins & 7 nominations
22190838,16469,"[35, 18]",8944,en,6.98,2008-10-17,What Just Happened,339,2008,tt0486674,6673422.0,104.0,196.0,13.0,Movie,R,5.6,,1 nomination
22190876,16470,"[28, 12, 878]",38956,ja,3.308,2008-04-12,Kamen Rider Den-O & Kiva: Climax Deka,6,2008,tt1217251,6672104.0,70.0,69.0,,Movie,,6.9,,
22190938,16471,"[28, 878, 12, 36]",137649,ja,3.282,2008-10-04,Farewell Kamen Rider Den-O: Final Countdown,2,2008,tt1301995,6579353.0,83.0,79.0,,Movie,,6.6,,
22191002,16472,[35],14220,en,10.499,2008-02-01,Strange Wilderness,173,2008,tt0489282,6575282.0,87.0,121.0,,Movie,R,5.3,12,
22191038,16473,"[18, 35]",327759,ja,0.909,2008-10-28,The Homeless Student,2,2008,tt1194660,6474087.0,116.0,15.0,,Movie,,6.2,,"Awards, 1 win"
22191054,16474,[35],13991,en,18.395,2008-08-28,College,119,2008,tt0844671,6265483.0,94.0,61.0,,Movie,R,4.6,15,
22191092,16475,"[28, 16, 14, 18]",17165,ja,30.809,2008-12-13,Bleach the Movie: Fade to Black,123,2008,tt1339302,6032296.0,94.0,93.0,,Movie,TV-14,7.3,,
22191152,16476,"[28, 80]",71831,ru,2.985,2008-03-06,Street Racer,16,2008,tt1031282,6011000.0,100.0,23.0,,Movie,,2.9,,Awards6 nominations
22191176,16477,"[53, 80, 9648]",6687,en,10.28,2008-01-18,TransSiberian,543,2008,tt0800241,5926410.0,111.0,59.0,0.0,Movie,R,6.7,72,2 wins & 11 nominations
22191208,16478,"[35, 18]",51917,it,7.456,2008-03-28,A Whole Life Ahead,254,2008,tt1075114,5788176.0,117.0,29.0,2.0,Movie,,6.9,,Awards18 wins & 28 nominations
22191302,16479,"[18, 10749, 80]",12165,en,7.657,2008-11-07,The Burning Plain,337,2008,tt1068641,5642478.0,111.0,131.0,,Movie,R,6.8,45,2 wins & 3 nominations
22191328,16480,"[12, 35, 18, 10749]",21755,en,12.641,2008-09-09,The Brothers Bloom,484,2008,tt0844286,5530764.0,114.0,119.0,,Movie,PG-13,6.8,55,3 nominations
22191384,16481,[18],10183,en,11.233,2008-03-26,Frozen River,236,2008,tt0978759,5457664.0,97.0,27.0,,Movie,R,7.1,82,Nominated for 2 Oscars32 wins & 39 nominations total
22191404,16482,"[14, 27, 878, 53]",13025,en,9.718,2008-02-22,Diary of the Dead,607,2008,tt0848557,5364858.0,95.0,101.0,29.0,Movie,R,5.6,66,1 win & 1 nomination
22191490,16483,"[28, 12, 16, 878, 10751]",14011,en,31.044,2008-02-26,Justice League: The New Frontier,404,2008,tt0902272,5231128.0,75.0,100.0,,Movie,PG-13,6.9,,Nominated for 1 Primetime Emmy3 nominations total
22191522,16484,"[18, 35]",71322,ru,1.302,2008-11-28,Platon,12,2008,tt1202532,5129300.0,90.0,7.0,,Movie,,5.2,,1 win & 2 nominations.
22191534,16485,[18],8747,en,4.917,2008-03-08,The Black Balloon,65,2008,tt0865297,5000000.0,97.0,39.0,,Movie,PG-13,7.2,68,18 wins & 24 nominations
22191568,16486,"[35, 10402]",12621,en,8.537,2008-01-21,Hamlet 2,142,2008,tt1104733,4886216.0,92.0,103.0,,Movie,R,6.3,54,3 nominations
22191610,16487,"[28, 53, 10749]",84967,ml,2.705,2008-05-11,Twenty 20,21,2008,tt1138482,4800000.0,165.0,75.0,,Movie,,6.8,,1 win
22191726,16488,[35],62442,zh,0.9580000000000001,2008-07-31,Money Not Enough 2,3,2008,tt1305907,4740000.0,126.0,6.0,1.0,Movie,,6.1,,2 wins & 1 nomination
22191746,16489,"[28, 12]",20976,hi,1.476,2008-07-25,Mission Istaanbul,6,2008,tt1179781,4500000.0,125.0,17.0,,Movie,,3.4,,
22191766,16490,"[16, 10751]",13459,en,33.886,2008-11-03,Barbie in 'A Christmas Carol',423,2008,tt1314715,4496912.0,76.0,44.0,,Movie,TV-Y,6.4,,
22191812,16491,"[35, 18]",13996,en,7.207,2008-09-05,Bottle Shock,148,2008,tt0914797,4040588.0,110.0,131.0,1.0,Movie,PG-13,6.8,56,1 nomination
22191896,16492,"[27, 53]",13510,en,30.859,2008-09-12,Eden Lake,1314,2008,tt1020530,3984669.0,91.0,81.0,,Movie,R,6.8,65,9 wins & 8 nominations
22191930,16493,"[35, 18]",13973,en,8.62,2008-09-26,Choke,308,2008,tt1024715,3982459.0,92.0,112.0,,Movie,R,6.4,47,2 wins & 7 nominations
22191976,16494,"[10749, 35]",50530,ru,1.413,2008-12-04,The New Year's Rate Plan,21,2008,tt1373243,3877492.0,86.0,35.0,,Movie,,6.3,,1 nomination
22192060,16495,"[35, 18]",35010,ko,4.231,2008-01-31,A Man Who Was Superman,48,2008,tt1119199,3848034.0,102.0,46.0,,Movie,,7.3,,
22192088,16496,"[16, 10751, 28, 12, 878]",14613,en,31.2,2008-09-02,Next Avengers: Heroes of Tomorrow,197,2008,tt1259998,3800000.0,78.0,34.0,,Movie,PG,6.3,,
22192110,16497,"[27, 9648, 14]",10185,en,13.532,2008-08-07,The Midnight Meat Train,820,2008,tt0805570,3533227.0,98.0,79.0,,Movie,R,6,58,2 wins & 6 nominations
22192132,16498,"[18, 10751]",25050,ja,10.4,2008-06-28,Still Walking,249,2008,tt1087578,3511120.0,114.0,18.0,,Movie,Not Rated,7.9,89,11 wins & 8 nominations
22192152,16499,"[18, 53]",19703,hi,6.032,2008-09-05,A Wednesday!,226,2008,tt1280558,3500000.0,103.0,18.0,,Movie,Not Rated,8.1,,10 wins & 15 nominations
22192194,16500,"[18, 35]",15179,sv,6.161,2008-09-12,"Patrik, Age 1.5",83,2008,tt1067733,3250537.0,103.0,27.0,,Movie,Unrated,6.9,65,3 wins & 4 nominations
